"yyyy","mm","day","HH_UTC","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,7,23,0,0,1.84,0.0067,-999,1.34801,-39.8319,0.516578164463037,0.153539,346.105
2021,7,23,0,30,1.84,0.0067,-999,1.47123,-51.8159,0.504405590769968,0.186822,343.841
2021,7,23,1,0,1.84,0.0067,-999,1.27373,-48.8344,0.429068759058499,0.167047,344.745
2021,7,23,1,30,1.84,0.0067,-999,1.11961,-9.91908,0.419957140670331,0.110734,342.636
2021,7,23,2,0,1.84,0.0067,-999,1.47956,-21.9047,0.3826055409949,0.132164,338.259
2021,7,23,2,30,1.84,0.0067,-999,1.33884,-19.0065,0.435562854247237,0.130676,341.295
2021,7,23,3,0,1.84,0.0067,-999,1.06202,-31.8751,0.451043235178181,0.162332,349.258
2021,7,23,3,30,1.84,0.0067,-999,0.783762,-29.7168,0.469539135749087,0.152709,15.4798
2021,7,23,4,0,1.84,0.0067,-999,1.01527,-18.5133,0.494246901861812,0.138782,352.229
2021,7,23,4,30,1.84,0.0067,-999,1.01141,-3.97204,0.353694783676548,-999,344.195
2021,7,23,5,0,1.84,0.0067,-999,0.927438,-5.3386,0.38094750294496,-999,350.118
2021,7,23,5,30,1.84,0.0067,-999,0.785611,-6.23518,0.379357351319307,-999,353.652
2021,7,23,6,0,1.84,0.0067,-999,0.670764,-13.2038,0.336472881522419,0.104874,344.378
2021,7,23,6,30,1.84,0.0067,-999,0.497904,-18.4942,0.338020709424733,0.121783,10.6354
2021,7,23,7,0,1.84,0.0067,-999,0.51734,-6.95736,0.384387824989294,0.110352,30.1261
2021,7,23,7,30,1.84,0.0067,-999,0.671818,-6.46057,0.423328477662441,0.11431,35.7395
2021,7,23,8,0,1.84,0.0067,-999,0.968015,-16.8001,0.706314377596832,0.175808,11.6049
2021,7,23,8,30,1.84,0.0067,-999,0.949904,-8.30827,0.539922216620135,0.158937,35.2933
2021,7,23,9,0,1.84,0.0067,-999,1.57576,-15.6661,0.708827200381024,0.208093,64.5442
2021,7,23,9,30,1.84,0.0067,-999,2.06382,-11.8357,0.733848758260174,0.229949,67.989
2021,7,23,10,0,1.84,0.0067,-999,1.58868,-18.6187,1.01364194861894,0.253794,44.3553
2021,7,23,10,30,1.84,0.0067,-999,1.55224,-14.7439,0.933824394626741,0.244908,57.0994
2021,7,23,11,0,1.84,0.0067,-999,1.17237,-9.90539,1.06838663413579,0.214293,27.3703
2021,7,23,11,30,1.84,0.0067,-999,1.23895,-9.56068,0.858387441660233,0.229348,41.3866
2021,7,23,12,0,1.84,0.0067,-999,0.610373,-16.1412,1.12128051797933,0.283121,30.0068
2021,7,23,12,30,1.84,0.0067,-999,1.01252,-3.45755,0.954428624885067,0.17168,59.5098
2021,7,23,13,0,1.84,0.0067,-999,0.74428,-3.14449,1.01182508369777,0.171245,40.0536
2021,7,23,13,30,1.84,0.0067,-999,1.12379,-8.12435,1.09893584890111,0.242906,29.5747
2021,7,23,14,0,1.84,0.0067,-999,0.937776,-3.79061,0.998902397634524,0.180038,80.9735
2021,7,23,14,30,1.84,0.0067,-999,1.22042,-4.49016,1.15514934099449,0.207204,52.2255
2021,7,23,15,0,1.84,0.0067,-999,1.02775,-0.274858,1.19610618257745,-999,44.2613
